ID,Titolo,Generi,Punteggio_Utente,Stato_Utente,Punteggio_Medio,Rank,Popolarita
139164,Viral Hit,"Action, Martial Arts, School",6,completed,7.95,876,667
147724,Volcanic Age,"Action, Adventure, Fantasy, Martial Arts, Time Travel",5,dropped,7.23,5843,3546
15916,Waga Tousou,Historical,5,completed,6.63,15162,3059
19790,Wanitokagegisu,"Comedy, Seinen, Slice of Life",0,plan_to_read,7.23,5854,5484
131338,Whale Star: The Gyeongseong Mermaid,"Drama, Historical, Romance",0,plan_to_read,8.33,287,5219
118575,Who Invited You?,"Comedy, Drama, Romance",0,plan_to_read,7.48,3178,9222
121269,Who Made Me a Princess,"Drama, Fantasy, Reincarnation",4,dropped,8.47,169,299
103237,Wind Breaker,"Action, Drama, Sports",6,dropped,8.62,91,279
48151,World Trigger,"Action, Sci-Fi, Shounen",0,plan_to_read,7.81,1335,360
89087,Wotaku ni Koi wa Muzukashii,"Adult Cast, Comedy, Otaku Culture, Romance, Workplace",6,completed,8.35,267,91
130633,Yaiteru Futari,"Gourmet, Romance, Seinen, Slice of Life",5,on_hold,7.72,1719,931
100128,Yakusoku no Neverland,"Award Winning, Mystery, Psychological, Shounen, Survival, Suspense",7,completed,8.14,543,18
125052,Yamada-kun to Lv999 no Koi wo Suru,"Romance, Video Game",0,plan_to_read,8.16,497,292
121480,Yofukashi no Uta,"Award Winning, Romance, Shounen, Supernatural, Vampire",5,completed,8.17,487,142
4,Yokohama Kaidashi Kikou,"Award Winning, Iyashikei, Sci-Fi, Seinen, Slice of Life",6,completed,8.65,72,205
17910,Yomawari Sensei,"Drama, Psychological, School, Seinen",0,plan_to_read,8.26,365,1260
152825,Yongsa High: Dungeon Raiders,"Action, Fantasy, School",3,dropped,7.56,2617,2782
164902,Yoru no Manimani,Romance,5,completed,7.22,6005,12895
104,Yotsuba to!,"Award Winning, Childcare, Comedy, Iyashikei, Slice of Life",5,dropped,8.91,19,68
98436,Youjo Senki,"Action, Fantasy, Isekai, Military, Reincarnation",0,plan_to_read,8.33,284,630
93416,Youkai Gakkou no Sensei Hajimemashita!,"Comedy, Fantasy, Gag Humor, Mythology, School, Workplace",2,dropped,7.82,1287,3512
58245,Youkai Kyoushitsu,"Horror, Josei, Supernatural",4,completed,6.89,11032,803
121426,Yozakura-san Chi no Daisakusen,"Action, Comedy, Shounen",5,dropped,7.66,2024,502
62547,Yugami-kun ni wa Tomodachi ga Inai,"Comedy, School, Shounen, Slice of Life",7,completed,8.21,441,626
94376,Yuru Camp△,"CGDCT, Iyashikei, Slice of Life",4,dropped,8.4,220,964
107575,"Yuukyuu no Gusha Asley no, Kenja no Susume: to, Pochi no Daibouken",Fantasy,3,dropped,6.92,10445,2669
142818,Zeikin de Katta Hon,"Seinen, Slice of Life, Workplace",0,on_hold,7.71,1755,3622
122392,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Adult Cast, Comedy, Seinen, Survival, Suspense",5,dropped,7.6,2384,333
